product_name,brand,category,usage_frequency,price_usd,rating,number_of_reviews,product_size,skin_type,gender_target,packaging_type,main_ingredient,cruelty_free,country_of_origin,kategori_harga,rating_score,price_score,review_score,dss_score
super face oil,sisley,face oil,monthly,38.29,4.9,236,30ml,normal,female,compact,hyaluronic acid,True,france,murah,0.9800000000000001,0.7979141367240518,0.018496180136710897,0.7330734770445578
perfect exfoliator,colourpop,exfoliator,occasional,108.64,3.5,6608,250ml,normal,unisex,spray,vitamin c,True,japan,mahal,0.7,0.2953782413029502,0.65902694008846,0.570418860408577
perfect bb cream,tatcha,bb cream,daily,71.67,1.2,2399,250ml,sensitive,male,bottle,vitamin c,False,australia,sedang,0.24,0.5594685334666762,0.23592681946119823,0.3350259239322425
divine serum,charlotte tilbury,serum,monthly,145.67,4.4,2570,100ml,oily,female,bottle,hyaluronic acid,False,australia,mahal,0.8800000000000001,0.03085934709622129,0.25311620426216325,0.4998810449812991
super contour,farsali,contour,weekly,35.86,1.9,951,150ml,sensitive,female,stick,hyaluronic acid,False,france,murah,0.38,0.8152725194656761,0.09036992360273421,0.45265574056024965
super lip liner,too faced,lipstick,occasional,88.95,4.9,7487,30ml,oily,male,spray,aloe vera,False,australia,sedang,0.9800000000000001,0.4360311450817915,0.7473864093285082,0.7702866253902392
ultra primer,becca,primer,monthly,18.71,1.3,2805,200ml,normal,unisex,stick,aloe vera,True,usa,murah,0.26,0.9377812700907208,0.2767390430237234,0.4666821896319609
divine foundation,laura mercier,foundation,occasional,47.02,3.8,8830,100ml,normal,unisex,spray,aloe vera,False,uk,murah,0.76,0.7355525394671047,0.882388419782871,0.7771434457967057
divine blush,danessa myricks,blush,weekly,58.03,2.1,8195,200ml,combination,male,spray,retinol,False,france,sedang,0.42000000000000004,0.6569040645760411,0.8185564937675914,0.5707825181263306
super makeup remover,hourglass,makeup remover,monthly,22.78,1.2,8127,100ml,combination,female,tube,aloe vera,False,uk,murah,0.24,0.9087077648403458,0.8117209489344592,0.5549565192389956
divine lip gloss,bourjois,lip gloss,weekly,100.39,4.3,5836,150ml,oily,female,stick,retinol,False,germany,mahal,0.86,0.35431102221587263,0.5814234016887817,0.6525779870025181
divine eye shadow,milk makeup,eyeshadow,daily,113.33,4.6,3849,50ml,dry,male,compact,shea butter,False,uk,mahal,0.9199999999999999,0.26187584827487687,0.38168476075593083,0.6148997066336492
perfect mascara,nars,mascara,monthly,85.73,3.3,2677,30ml,oily,unisex,bottle,shea butter,False,uk,sedang,0.6599999999999999,0.4590327880562898,0.26387213510253316,0.5204842634373935
super cleanser,nars,cleanser,occasional,58.63,2.3,2149,150ml,combination,unisex,tube,glycerin,False,australia,sedang,0.45999999999999996,0.6526180441460104,0.21079613992762364,0.4679446412293279
magic exfoliator,it cosmetics,exfoliator,weekly,26.6,3.3,3476,250ml,normal,unisex,bottle,shea butter,True,germany,murah,0.6599999999999999,0.8814201014358168,0.34418978689183755,0.6632639878091124
ultra face oil,urban decay,face oil,monthly,113.47,2.4,1376,30ml,normal,male,jar,shea butter,False,france,mahal,0.48,0.260875776841203,0.13309207880981103,0.3448811488143231
magic moisturizer,kiehl’s,moisturizer,monthly,46.72,4.5,3512,50ml,sensitive,male,tube,vitamin c,False,uk,murah,0.9,0.7376955496821203,0.3478086047446723,0.7408703858535705
perfect foundation,hourglass,foundation,monthly,141.79,3.1,4489,100ml,normal,female,bottle,retinol,True,uk,mahal,0.62,0.05857561254375321,0.4460193003618818,0.41677654383550233
perfect highlighter,urban decay,highlighter,daily,28.73,2.5,847,30ml,sensitive,male,stick,aloe vera,True,south korea,murah,0.5,0.8662047289092079,0.07991556091676719,0.5258445308561158
super cc cream,urban decay,cc cream,monthly,147.54,2.0,3133,50ml,oily,male,compact,aloe vera,False,france,mahal,0.4,0.017501250089292264,0.30971049457177324,0.2671924739411423
magic primer,kylie cosmetics,primer,occasional,100.09,1.3,1612,250ml,dry,male,stick,shea butter,True,japan,mahal,0.26,0.3564540324308879,0.15681544028950542,0.26829929778716743
divine blush,it cosmetics,blush,daily,126.71,4.8,8543,50ml,sensitive,unisex,bottle,hyaluronic acid,True,uk,mahal,0.96,0.16629759268519195,0.8535383996783273,0.7005969577412231
divine eyeliner,drunk elephant,eyeliner,daily,19.43,3.1,2963,30ml,dry,female,jar,vitamin c,True,japan,murah,0.62,0.9326380455746839,0.2926216324889425,0.6483157401701937
divine exfoliator,drunk elephant,exfoliator,daily,31.3,2.5,5818,250ml,normal,unisex,bottle,aloe vera,False,germany,murah,0.5,0.8478462747339096,0.5796139927623642,0.6202766809726458
perfect serum,fenty beauty,serum,occasional,52.81,4.7,139,100ml,oily,female,tube,vitamin c,False,italy,sedang,0.9400000000000001,0.6941924423173084,0.008745476477683957,0.6800068279907293
ultra foundation,anastasia beverly hills,foundation,weekly,64.22,3.4,4568,30ml,combination,unisex,spray,aloe vera,False,australia,sedang,0.6799999999999999,0.6126866204728909,0.4539605950944914,0.6145981051607655
magic highlighter,tatcha,highlighter,daily,62.38,1.8,7033,250ml,normal,female,tube,retinol,False,japan,sedang,0.36,0.6258304164583184,0.7017490952955368,0.5080989439966028
divine face oil,make up for ever,face oil,occasional,32.31,3.6,951,200ml,oily,male,spray,salicylic acid,False,japan,murah,0.72,0.8406314736766912,0.09036992360273421,0.6302634268235543
super mascara,kiehl’s,mascara,weekly,14.35,4.1,4508,200ml,sensitive,female,tube,shea butter,True,south korea,murah,0.82,0.9689263518822773,0.4479292320064335,0.7902637519659699
magic setting spray,too faced,setting spray,daily,95.8,1.2,563,200ml,normal,male,spray,retinol,False,south korea,sedang,0.24,0.38709907850560765,0.05136710896662646,0.24640314534500757
ultra lip gloss,huda beauty,lip gloss,daily,24.94,2.0,4885,150ml,combination,male,spray,aloe vera,False,australia,murah,0.4,0.8932780912922351,0.48582629674306393,0.5651486867362833
super blush,rare beauty,blush,occasional,126.15,3.1,3356,50ml,combination,female,jar,glycerin,False,japan,mahal,0.62,0.1702978784198872,0.33212706071572173,0.4275147756691105
divine contour,bite beauty,contour,occasional,22.01,4.8,5606,50ml,normal,female,jar,retinol,False,uk,murah,0.96,0.9142081577255519,0.5583031765178931,0.8659230826212442
super cc cream,e.l.f.,cc cream,monthly,72.13,1.1,7644,150ml,dry,female,spray,vitamin c,True,australia,sedang,0.22000000000000003,0.5561825844703194,0.7631684760755931,0.4294884705562144
perfect moisturizer,becca,moisturizer,occasional,53.23,2.9,5379,250ml,oily,unisex,tube,hyaluronic acid,True,south korea,sedang,0.58,0.691192228016287,0.5354845195014073,0.6044545723051675
ultra bb cream,fenty beauty,bb cream,monthly,50.38,1.9,4609,200ml,combination,unisex,stick,hyaluronic acid,True,france,sedang,0.38,0.7115508250589329,0.45808202653799757,0.4950816528252794
ultra bronzer,too faced,bronzer,occasional,35.0,3.8,5234,30ml,sensitive,female,compact,retinol,True,italy,murah,0.76,0.8214158154153868,0.5209087253719341,0.7306064896990029
divine highlighter,morphe,highlighter,monthly,122.65,4.2,5823,200ml,sensitive,female,spray,shea butter,True,usa,mahal,0.8400000000000001,0.19529966426173295,0.5801166063530357,0.594613220549127
ultra makeup remover,too faced,makeup remover,occasional,77.17,3.6,1364,100ml,normal,female,bottle,aloe vera,False,uk,sedang,0.72,0.5201800128580614,0.13188580619219945,0.5424311650958583
ultra bronzer,anastasia beverly hills,bronzer,daily,94.24,2.7,6723,50ml,dry,female,compact,hyaluronic acid,True,germany,sedang,0.54,0.3982427316236875,0.6705870526739043,0.5235902300218871
magic mascara,kiehl’s,mascara,monthly,132.22,4.5,3964,100ml,sensitive,unisex,tube,shea butter,False,germany,mahal,0.9,0.12693763840274308,0.39324487334137515,0.5667302661890979
super serum,it cosmetics,serum,daily,29.43,2.1,9718,250ml,sensitive,female,bottle,salicylic acid,True,italy,murah,0.42000000000000004,0.8612043717408386,0.9716525934861279,0.6626918302194772
perfect lipstick,drunk elephant,lipstick,weekly,81.22,2.5,7475,30ml,combination,female,bottle,hyaluronic acid,False,south korea,sedang,0.5,0.49124937495535403,0.7461801367108967,0.5466108398287856
super mascara,laura mercier,mascara,occasional,106.12,4.9,7904,30ml,normal,male,stick,aloe vera,False,japan,mahal,0.9800000000000001,0.31337952710907924,0.7893043827905106,0.7418747346908259
ultra cleanser,make up for ever,cleanser,occasional,102.0,1.8,4117,150ml,oily,female,bottle,vitamin c,True,japan,mahal,0.36,0.34281020072862356,0.4086248492159228,0.36456803006177163
magic bb cream,ilia beauty,bb cream,occasional,104.63,2.3,403,150ml,normal,unisex,stick,hyaluronic acid,True,usa,mahal,0.45999999999999996,0.3240231445103222,0.03528347406513872,0.33426363816612437
super eye shadow,patrick ta,eyeshadow,weekly,46.81,3.2,6292,200ml,oily,unisex,spray,shea butter,False,germany,murah,0.64,0.7370526466176155,0.6272617611580217,0.666568146216889
divine lip gloss,huda beauty,lip gloss,weekly,69.38,3.8,503,50ml,sensitive,female,spray,aloe vera,True,italy,sedang,0.76,0.5758268447746269,0.045335745878568555,0.5618152026081018
perfect blush,patrick ta,blush,weekly,83.44,2.7,2301,100ml,normal,male,jar,glycerin,True,germany,sedang,0.54,0.4753910993642404,0.226075593084037,0.4578324484260795
super lipstick,it cosmetics,lipstick,occasional,75.86,2.8,1821,100ml,oily,unisex,stick,shea butter,False,japan,sedang,0.5599999999999999,0.529537824130295,0.17782468837957377,0.4744262849150032
super serum,fenty beauty,serum,weekly,131.87,2.5,3809,50ml,oily,female,stick,glycerin,False,uk,mahal,0.5,0.1294378169869277,0.3776638520305589,0.3643641155021901
super face oil,morphe,face oil,weekly,102.33,4.1,9045,200ml,combination,unisex,spray,hyaluronic acid,True,uk,mahal,0.82,0.3404528894921066,0.9040008041817451,0.6929360276839809
super mascara,glossier,mascara,daily,114.6,4.2,6417,200ml,oily,female,tube,shea butter,False,uk,mahal,0.8400000000000001,0.2528037716979785,0.639827100924809,0.6238065516943554
super bronzer,laura mercier,bronzer,monthly,90.36,3.2,7762,200ml,combination,unisex,tube,hyaluronic acid,False,germany,sedang,0.64,0.4259589970712194,0.7750301568154403,0.602793730484454
divine moisturizer,charlotte tilbury,moisturizer,monthly,56.3,4.3,1803,150ml,normal,unisex,spray,salicylic acid,False,france,sedang,0.86,0.6692620901492965,0.17601527945315643,0.6659816829354203
magic blush,glossier,blush,monthly,34.42,2.1,6127,30ml,normal,male,bottle,aloe vera,True,south korea,murah,0.42000000000000004,0.8255589684977498,0.6106755126658625,0.5798027930824974
super eyeliner,it cosmetics,eyeliner,monthly,131.85,1.7,7241,100ml,oily,male,tube,vitamin c,False,japan,mahal,0.33999999999999997,0.12958068433459546,0.7226578206674709,0.3534057694338728
divine lip gloss,ilia beauty,lip gloss,monthly,106.1,2.2,3441,250ml,combination,unisex,jar,hyaluronic acid,True,south korea,mahal,0.44000000000000006,0.313522394456747,0.3406714917571371,0.38219101668845157
ultra exfoliator,natasha denona,exfoliator,weekly,29.96,4.3,4702,30ml,oily,female,bottle,aloe vera,False,usa,murah,0.86,0.8574183870276448,0.4674306393244873,0.7807116439731909
ultra foundation,clinique,foundation,monthly,107.38,2.7,4157,50ml,combination,unisex,compact,hyaluronic acid,False,south korea,mahal,0.54,0.3043788842060148,0.4126457579412947,0.4438428168500634
perfect lip liner,morphe,lipstick,monthly,62.14,2.9,1921,30ml,oily,unisex,spray,salicylic acid,True,france,sedang,0.58,0.6275448246303308,0.18787696019300362,0.5158388394276999
divine makeup remover,bite beauty,makeup remover,daily,53.94,3.7,7800,30ml,oily,male,bottle,vitamin c,False,usa,sedang,0.74,0.6861204371740839,0.7788500201045436,0.7316061351731338
perfect foundation,kylie cosmetics,foundation,weekly,33.2,1.2,9953,50ml,dry,female,compact,shea butter,True,uk,murah,0.24,0.8342738767054789,0.995275432247688,0.5693372494611812
divine blush,charlotte tilbury,blush,weekly,84.42,2.9,9542,150ml,combination,unisex,bottle,shea butter,False,france,sedang,0.58,0.46839059932852345,0.9539605950944914,0.6213092988174552
divine face mask,clinique,face mask,daily,132.51,2.6,3014,250ml,oily,female,jar,glycerin,False,japan,mahal,0.52,0.12486606186156168,0.2977482911137917,0.35700947678122685
ultra bb cream,kvd beauty,bb cream,monthly,53.0,3.5,4439,100ml,oily,male,tube,aloe vera,False,usa,sedang,0.7,0.6928352025144653,0.44099316445516684,0.6460491936453729
ultra eyeliner,laura mercier,eyeliner,daily,45.6,3.0,4913,250ml,dry,unisex,compact,shea butter,False,usa,murah,0.6,0.7456961211515108,0.48864093285082427,0.6214370229156181
magic cleanser,ilia beauty,cleanser,occasional,52.97,2.7,4783,150ml,sensitive,unisex,jar,glycerin,False,uk,sedang,0.54,0.693049503535967,0.4755729794933655,0.5730294469594632
ultra lip liner,clinique,lipstick,daily,109.65,1.5,6175,100ml,sensitive,female,bottle,aloe vera,False,germany,mahal,0.3,0.2881634402457318,0.6155006031363088,0.3595491527009813
ultra face oil,fenty beauty,face oil,daily,82.1,2.1,7974,100ml,combination,male,stick,aloe vera,False,germany,sedang,0.42000000000000004,0.4849632116579756,0.7963409730599116,0.5147571581093751
divine powder,bite beauty,powder,monthly,136.89,4.8,6529,150ml,normal,unisex,spray,shea butter,False,usa,mahal,0.96,0.09357811272233751,0.6510856453558505,0.6382905628878713
perfect highlighter,morphe,highlighter,daily,61.82,1.3,1666,200ml,combination,male,bottle,retinol,False,usa,sedang,0.26,0.6298307021930138,0.16224366706875754,0.35139794407165564
ultra primer,perricone md,primer,daily,78.27,4.3,4014,250ml,dry,male,jar,retinol,False,uk,sedang,0.86,0.5123223087363384,0.39827100924809006,0.6633508944705195
divine bronzer,ilia beauty,bronzer,occasional,115.98,2.6,6322,50ml,normal,female,tube,vitamin c,True,japan,mahal,0.52,0.24294592470890775,0.6302774427020507,0.45893926595308243
ultra lip liner,natasha denona,lipstick,daily,129.07,3.1,6274,150ml,normal,female,spray,salicylic acid,True,australia,mahal,0.62,0.14943924566040445,0.6254523522316043,0.47992224414444223
magic lipstick,drunk elephant,lipstick,weekly,93.68,1.1,6238,250ml,oily,female,bottle,vitamin c,True,japan,sedang,0.22000000000000003,0.40224301735838275,0.6218335343787696,0.35503961208326873
divine eyeliner,kiehl’s,eyeliner,monthly,104.05,4.0,8105,250ml,normal,male,spray,hyaluronic acid,False,france,mahal,0.8,0.32816629759268523,0.8095094491355046,0.6603517791049065
ultra lip gloss,milk makeup,lip gloss,daily,129.62,2.2,2118,100ml,combination,unisex,spray,retinol,True,australia,mahal,0.44000000000000006,0.14551039359954288,0.2076799356654604,0.305189105212955
magic cleanser,charlotte tilbury,cleanser,occasional,112.11,4.8,7599,100ml,dry,male,compact,retinol,False,usa,mahal,0.96,0.270590756482606,0.7586449537595497,0.7129062176966917
perfect makeup remover,charlotte tilbury,makeup remover,monthly,59.08,2.8,710,150ml,normal,unisex,bottle,salicylic acid,True,uk,sedang,0.5599999999999999,0.6494035288234874,0.06614394853236831,0.48804984835351983
super concealer,milk makeup,concealer,weekly,78.03,4.6,1534,30ml,combination,male,bottle,shea butter,False,france,sedang,0.9199999999999999,0.5140367169083506,0.14897466827503017,0.6440059487275112
divine contour,sisley,contour,occasional,105.44,4.1,8250,100ml,normal,unisex,stick,aloe vera,False,uk,mahal,0.82,0.3182370169297808,0.8240852432649779,0.6702881537319298
super contour,rms beauty,contour,daily,91.02,3.0,7174,200ml,normal,male,spray,hyaluronic acid,True,italy,sedang,0.6,0.42124437459818564,0.7159227985524729,0.5695578720899502
super cc cream,perricone md,cc cream,weekly,109.47,4.8,8234,250ml,dry,unisex,bottle,shea butter,True,usa,mahal,0.96,0.2894492463747411,0.8224768797748291,0.7313301498673881
perfect lipstick,kylie cosmetics,lipstick,occasional,11.41,1.9,2902,100ml,combination,unisex,bottle,shea butter,False,italy,murah,0.38,0.9899278519894278,0.2864897466827503,0.5442763049333784
magic serum,e.l.f.,serum,weekly,11.39,3.4,9975,150ml,sensitive,male,tube,salicylic acid,True,japan,murah,0.6799999999999999,0.9900707193370955,0.9974869320466425,0.8365186022104572
super mascara,hourglass,mascara,monthly,139.28,3.7,2388,200ml,normal,unisex,bottle,retinol,False,usa,mahal,0.74,0.07650546467604835,0.23482106956172094,0.4399158533151587
divine blush,yves saint laurent,blush,occasional,75.5,2.4,2847,250ml,dry,unisex,jar,shea butter,True,usa,sedang,0.48,0.5321094363883134,0.2809609971853639,0.4558250303535668
super bb cream,make up for ever,bb cream,monthly,77.12,3.6,6779,50ml,dry,female,tube,glycerin,False,japan,sedang,0.72,0.5205371812272306,0.676216324889425,0.6514044193460541
super serum,juvia’s place,serum,monthly,22.69,2.8,9852,50ml,dry,male,bottle,hyaluronic acid,True,uk,murah,0.5599999999999999,0.9093506679048503,0.9851226377161239,0.7498297279146797
divine exfoliator,bobby brown,exfoliator,weekly,53.77,1.4,2004,50ml,combination,male,spray,aloe vera,True,italy,sedang,0.27999999999999997,0.6873348096292593,0.19622034579815037,0.38544451204840785
perfect cleanser,rms beauty,cleanser,occasional,74.05,1.9,9177,200ml,oily,male,jar,vitamin c,False,australia,sedang,0.38,0.5424673190942211,0.9172698029754724,0.5361941563233608
ultra powder,too faced,powder,occasional,107.98,2.6,5239,150ml,oily,female,tube,shea butter,False,usa,mahal,0.52,0.300092863775984,0.5214113389626055,0.4543101269253163
divine lip liner,yves saint laurent,lipstick,monthly,108.33,2.1,4289,250ml,sensitive,male,bottle,aloe vera,False,italy,mahal,0.42000000000000004,0.2975926851917995,0.4259147567350221,0.3844607569045443
magic cc cream,natasha denona,cc cream,occasional,89.29,4.1,1739,200ml,oily,male,stick,glycerin,False,japan,sedang,0.82,0.4336024001714408,0.16958182549256132,0.5739970851499444
ultra serum,bite beauty,serum,occasional,82.79,3.6,663,200ml,oily,unisex,compact,vitamin c,True,france,sedang,0.72,0.4800342881634402,0.06141938078005629,0.5162941626050432
perfect face mask,bobby brown,face mask,occasional,87.76,3.6,4803,150ml,sensitive,female,bottle,glycerin,False,south korea,sedang,0.72,0.4445317522680191,0.47758343385605145,0.588876212451616
ultra exfoliator,sisley,exfoliator,monthly,52.87,4.2,9162,100ml,dry,female,jar,hyaluronic acid,False,france,sedang,0.8400000000000001,0.6937638402743054,0.915761962203458,0.8112815445229832
magic moisturizer,ilia beauty,moisturizer,monthly,142.55,1.6,3981,200ml,combination,female,jar,salicylic acid,True,uk,mahal,0.32,0.05314665333238089,0.3949537595496582,0.25493474790964593
perfect face oil,glossier,face oil,daily,124.01,3.9,4909,150ml,oily,unisex,spray,hyaluronic acid,False,usa,mahal,0.78,0.18558468462033006,0.4882388419782871,0.5433231737817564
super blush,make up for ever,blush,occasional,81.14,2.9,6471,200ml,oily,male,spray,retinol,False,japan,sedang,0.58,0.4918208443460248,0.6452553277040611,0.5665973188446196
super cleanser,laura mercier,cleanser,monthly,86.05,1.3,4928,50ml,dry,male,stick,glycerin,False,south korea,sedang,0.26,0.4567469104936067,0.49014877362283876,0.3650538278726498
magic eyeliner,nars,eyeliner,monthly,98.26,3.2,7629,30ml,sensitive,male,compact,vitamin c,True,uk,sedang,0.64,0.3695263947424816,0.7616606353035786,0.5831900454834602
magic face mask,nars,face mask,monthly,93.95,3.9,9603,150ml,sensitive,female,jar,hyaluronic acid,True,south korea,sedang,0.78,0.4003143081648689,0.9600924809006836,0.7021127886295975
ultra blush,juvia’s place,blush,daily,12.89,4.3,7830,150ml,sensitive,male,tube,hyaluronic acid,True,australia,murah,0.86,0.9793556682620187,0.7818657016485726,0.88017984080832
magic eyeliner,bobby brown,eyeliner,monthly,47.42,1.9,5624,150ml,oily,unisex,compact,hyaluronic acid,False,germany,murah,0.38,0.732695192513751,0.5601125854443104,0.5218310748429874
super moisturizer,drunk elephant,moisturizer,occasional,37.65,1.1,903,200ml,sensitive,male,bottle,shea butter,False,uk,murah,0.22000000000000003,0.8024858918494179,0.0855448331322879,0.3678547341812829
ultra eyeliner,kiehl’s,eyeliner,daily,30.48,3.6,3623,200ml,normal,unisex,spray,hyaluronic acid,True,uk,murah,0.72,0.8537038359882849,0.35896662645757943,0.6879044760880013
divine cleanser,colourpop,cleanser,weekly,12.85,3.0,3208,200ml,combination,female,jar,hyaluronic acid,True,japan,murah,0.6,0.9796414029573541,0.3172496984318456,0.6573423605735754
ultra face oil,ilia beauty,face oil,weekly,17.58,4.6,3593,150ml,normal,unisex,compact,hyaluronic acid,False,france,murah,0.9199999999999999,0.9458532752339452,0.35595094491355045,0.8149461715528937
magic primer,glossier,primer,weekly,142.38,1.7,6306,100ml,normal,male,compact,salicylic acid,False,germany,mahal,0.33999999999999997,0.054361025787556305,0.6286690792119018,0.31204212357864725
magic concealer,rms beauty,concealer,monthly,78.73,4.8,2876,100ml,sensitive,unisex,compact,shea butter,False,south korea,sedang,0.96,0.5090363597399814,0.28387615601125854,0.6894861391242461
ultra eye shadow,rare beauty,eyeshadow,daily,72.45,2.1,3544,50ml,dry,unisex,bottle,aloe vera,True,uk,sedang,0.42000000000000004,0.5538967069076363,0.35102533172496986,0.4463740784172849
perfect moisturizer,kvd beauty,moisturizer,daily,43.58,4.5,5650,30ml,combination,female,bottle,glycerin,False,south korea,murah,0.9,0.7601257232659476,0.5627261761158022,0.7905829522029448
magic eye shadow,charlotte tilbury,eyeshadow,weekly,99.86,3.3,6439,30ml,oily,unisex,compact,salicylic acid,False,italy,sedang,0.6599999999999999,0.35809700692906643,0.6420386007237636,0.5658368222234726
magic foundation,bourjois,foundation,weekly,32.44,4.2,4669,150ml,normal,female,tube,salicylic acid,False,italy,murah,0.8400000000000001,0.8397028359168512,0.4641133896260555,0.7647335287002666
super cc cream,tarte,cc cream,occasional,49.59,4.7,1951,250ml,oily,female,compact,glycerin,False,australia,murah,0.9400000000000001,0.7171940852918066,0.19089264173703258,0.7233367539349486
perfect setting spray,pat mcgrath labs,setting spray,daily,80.04,4.7,5020,100ml,oily,female,stick,shea butter,True,italy,sedang,0.9400000000000001,0.49967854846774773,0.49939686369119424,0.7197829372785632
magic eye shadow,danessa myricks,eyeshadow,occasional,142.09,1.3,9345,50ml,dry,male,stick,hyaluronic acid,False,australia,mahal,0.26,0.05643260232873781,0.9341576196220346,0.3337613046230283
perfect contour,drunk elephant,contour,occasional,11.52,2.9,9608,150ml,sensitive,unisex,spray,vitamin c,True,australia,murah,0.58,0.9891420815772555,0.960595094491355,0.7788616433714476
perfect eye shadow,anastasia beverly hills,eyeshadow,occasional,46.39,4.8,8558,50ml,normal,female,spray,vitamin c,False,france,murah,0.96,0.740052860918637,0.8550462404503418,0.8730251063656594
super primer,make up for ever,primer,monthly,136.72,2.0,4966,250ml,combination,female,tube,salicylic acid,True,usa,mahal,0.4,0.09479248517751271,0.4939686369119421,0.32723147293564225
super foundation,bobby brown,foundation,daily,113.38,4.4,718,30ml,combination,female,stick,retinol,True,usa,mahal,0.8800000000000001,0.26151867990570765,0.0669481302774427,0.5318452300272009
divine moisturizer,tatcha,moisturizer,daily,20.52,1.4,651,50ml,dry,unisex,stick,retinol,True,germany,murah,0.27999999999999997,0.9248517751267948,0.06021310816244471,0.4294981541705274
ultra serum,yves saint laurent,serum,monthly,121.1,1.5,8287,50ml,sensitive,male,jar,shea butter,False,japan,mahal,0.3,0.20637188370597914,0.8278045838359469,0.37747248187898313
divine lip gloss,tatcha,lip gloss,monthly,100.3,2.0,6242,200ml,sensitive,female,bottle,aloe vera,True,usa,mahal,0.4,0.3549539252803773,0.6222356252513068,0.43093330263437457
magic bronzer,tatcha,bronzer,monthly,148.36,3.2,6021,100ml,oily,female,spray,retinol,False,italy,mahal,0.64,0.011643688834916732,0.6000201045436269,0.4434971275592004
ultra makeup remover,too faced,makeup remover,daily,13.69,3.3,3722,50ml,dry,unisex,tube,salicylic acid,True,italy,murah,0.6599999999999999,0.973640974355311,0.36891837555287493,0.6958759674171682
magic foundation,make up for ever,foundation,weekly,49.45,3.4,3492,250ml,combination,female,jar,glycerin,False,japan,murah,0.6799999999999999,0.7181941567254804,0.3457981503819863,0.6246178770940414
perfect contour,patrick ta,contour,monthly,129.44,3.8,5926,50ml,normal,unisex,tube,retinol,False,usa,mahal,0.76,0.14679619972855207,0.5904704463208685,0.5421329491827394
magic contour,farsali,contour,monthly,119.1,3.0,3743,30ml,dry,unisex,bottle,hyaluronic acid,True,italy,mahal,0.6,0.22065861847274815,0.37102935263369524,0.44040345606856346
divine face oil,ilia beauty,face oil,weekly,103.96,2.4,4572,30ml,oily,female,stick,salicylic acid,False,usa,mahal,0.48,0.3288092006571899,0.45436268596702856,0.42951529739056266
divine cleanser,charlotte tilbury,cleanser,daily,132.01,3.4,9496,250ml,dry,unisex,stick,hyaluronic acid,False,japan,mahal,0.6799999999999999,0.12843774555325393,0.9493365500603136,0.5683986336780389
magic lip gloss,too faced,lip gloss,daily,38.29,4.1,8399,250ml,combination,male,stick,aloe vera,True,germany,murah,0.82,0.7979141367240518,0.8390631282669884,0.8171868666706132
super concealer,milk makeup,concealer,weekly,63.6,4.0,6418,250ml,oily,male,bottle,vitamin c,False,uk,sedang,0.8,0.6171155082505894,0.6399276236429433,0.7131201772037655
magic mascara,huda beauty,mascara,weekly,35.25,1.4,2161,150ml,normal,male,jar,glycerin,True,uk,murah,0.27999999999999997,0.8196299735695407,0.21200241254523522,0.42828947457990924
magic blush,kvd beauty,blush,occasional,89.3,1.9,6876,100ml,normal,unisex,tube,vitamin c,True,australia,sedang,0.38,0.43353096649760703,0.6859670285484519,0.45725269565897253
divine cleanser,it cosmetics,cleanser,occasional,47.15,4.2,243,250ml,normal,male,jar,aloe vera,True,australia,murah,0.8400000000000001,0.7346239017072649,0.019199839163650985,0.6442271383449097
perfect makeup remover,clinique,makeup remover,occasional,113.77,5.0,1095,200ml,oily,male,jar,shea butter,False,usa,mahal,1.0,0.2587327666261877,0.10484519501407318,0.598588868990671
ultra blush,rms beauty,blush,monthly,79.83,3.1,6322,50ml,normal,male,tube,aloe vera,True,australia,sedang,0.62,0.5011786556182585,0.6302774427020507,0.5864090852258876
magic eyeliner,kylie cosmetics,eyeliner,daily,21.36,1.9,5269,200ml,combination,unisex,bottle,hyaluronic acid,False,usa,murah,0.38,0.9188513465247518,0.5244270205066345,0.5705408080587524
ultra eyeliner,becca,eyeliner,weekly,144.18,4.7,3101,250ml,sensitive,male,jar,shea butter,True,australia,mahal,0.9400000000000001,0.041502964497464157,0.3064937675914757,0.5437496428675345
ultra bronzer,urban decay,bronzer,monthly,138.18,1.8,540,150ml,dry,male,jar,retinol,True,australia,mahal,0.36,0.08436316879777128,0.04905508644953759,0.2151199679292389
super mascara,shiseido,mascara,daily,56.99,4.7,1987,150ml,normal,female,compact,hyaluronic acid,False,italy,sedang,0.9400000000000001,0.664333166654761,0.19451145958986732,0.7082022419144017
divine exfoliator,morphe,exfoliator,daily,49.95,5.0,996,30ml,oily,unisex,bottle,glycerin,False,japan,murah,1.0,0.7146224730337881,0.09489344591877764,0.733365431093892
magic exfoliator,bobby brown,exfoliator,occasional,125.88,5.0,1371,50ml,sensitive,male,stick,shea butter,False,usa,mahal,1.0,0.17222658761340104,0.13258946521913953,0.5781858693278482
super contour,danessa myricks,contour,weekly,143.55,2.6,7017,200ml,oily,unisex,bottle,shea butter,False,south korea,mahal,0.52,0.046003285948996386,0.700140731805388,0.41382913214577655
ultra cleanser,glossier,cleanser,daily,15.7,1.6,2827,150ml,combination,male,tube,vitamin c,False,australia,murah,0.32,0.9592828059147082,0.27895054282267795,0.5035749503389481
divine face oil,farsali,face oil,monthly,32.28,1.9,6799,250ml,combination,female,bottle,vitamin c,False,south korea,murah,0.38,0.8408457746981928,0.678226779252111,0.57789908825988
perfect exfoliator,nars,exfoliator,monthly,103.15,4.5,8136,50ml,combination,unisex,jar,hyaluronic acid,False,south korea,mahal,0.9,0.3345953282377313,0.8126256533976679,0.712903729150853
